old_readme_url,new_url_after_launch,works_today_on_mintlify,what_happened,new_page_title
https://docs.northbeam.io/docs/difference-between-blotout-and-northbeam-do-i-need-both,https://docs.northbeam.io/docs/difference-between-blotout-and-northbeam-do-i-need-both,https://northbeam.mintlify.io/docs/difference-between-blotout-and-northbeam-do-i-need-both,same page,What’s the difference between Blotout and Northbeam—and do I need both?
https://docs.northbeam.io/docs/differences-ad-performance,https://docs.northbeam.io/docs/differences-ad-performance,https://northbeam.mintlify.io/docs/differences-ad-performance,same page,Differences in Ad Performance
https://docs.northbeam.io/docs/differences-in-ad-data,https://docs.northbeam.io/docs/differences-in-ad-data,https://northbeam.mintlify.io/docs/differences-in-ad-data,same page,Differences in Ad Spend
https://docs.northbeam.io/docs/differences-in-total-revenue,https://docs.northbeam.io/docs/why-doesnt-northbeam-match-my-shopify-reporting,https://northbeam.mintlify.io/docs/why-doesnt-northbeam-match-my-shopify-reporting,moved,Why Doesn't Northbeam Match My Shopify Reporting?
https://docs.northbeam.io/docs/differences-in-unattributed-data,https://docs.northbeam.io/docs/differences-in-unattributed-data,https://northbeam.mintlify.io/docs/differences-in-unattributed-data,same page,Differences in Unattributed Data
https://docs.northbeam.io/docs/differences-in-visits,https://docs.northbeam.io/docs/differences-in-visits,https://northbeam.mintlify.io/docs/differences-in-visits,same page,Differences in Visits and Journeys
https://docs.northbeam.io/docs/email-sms-retention,https://docs.northbeam.io/docs/email-sms-retention,https://northbeam.mintlify.io/docs/email-sms-retention,same page,📧 Email/SMS/Retention Team
https://docs.northbeam.io/docs/errors,https://docs.northbeam.io/docs/errors,https://northbeam.mintlify.io/docs/errors,same page,Errors
https://docs.northbeam.io/docs/executive-team,https://docs.northbeam.io/docs/executive-team,https://northbeam.mintlify.io/docs/executive-team,same page,🔝 Executive Team
https://docs.northbeam.io/docs/exporting-data,https://docs.northbeam.io/docs/exporting-data,https://northbeam.mintlify.io/docs/exporting-data,same page,Exporting Data
https://docs.northbeam.io/docs/facebook-utms-for-legacy-platforms,https://docs.northbeam.io/docs/facebook-utms-for-legacy-platforms,https://northbeam.mintlify.io/docs/facebook-utms-for-legacy-platforms,same page,UTMs for Legacy Platforms
https://docs.northbeam.io/docs/frequently-asked-questions,https://docs.northbeam.io/docs/frequently-asked-questions,https://northbeam.mintlify.io/docs/frequently-asked-questions,same page,❓Frequently Asked Questions
https://docs.northbeam.io/docs/gclid-fbclid-redirects,https://docs.northbeam.io/docs/gclid-fbclid-redirects,https://northbeam.mintlify.io/docs/gclid-fbclid-redirects,same page,"Gclid, Fbclid, and Redirects"
https://docs.northbeam.io/docs/getting-started,https://docs.northbeam.io/docs/orders-api,https://northbeam.mintlify.io/docs/orders-api,moved,Orders API
https://docs.northbeam.io/docs/getting-started-with-northbeam,https://docs.northbeam.io/docs/quickstart,https://northbeam.mintlify.io/docs/quickstart,moved,Quickstart
https://docs.northbeam.io/docs/google-tag-manager-installation,https://docs.northbeam.io/docs/non-shopify-installation,https://northbeam.mintlify.io/docs/non-shopify-installation,moved,All Other Platforms Installation
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-not-trackable,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-not-trackable,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-not-trackable,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-pixel-data-missing,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-pixel-data-missing,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A1-pixel-data-missing,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A2-fully-tracked,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A2-fully-tracked,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#%F0%9F%9F%A2-fully-tracked,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-non-shopify-orders,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-non-shopify-orders,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-non-shopify-orders,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-shopify-orders,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-shopify-orders,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#-server-data-missing-shopify-orders,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#step-1-check-pixel-tracked-percentages,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#step-1-check-pixel-tracked-percentages,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#step-1-check-pixel-tracked-percentages,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#step-2-check-order-tracking-status,https://docs.northbeam.io/docs/guide-to-troubleshooting-pixel-tracking#step-2-check-order-tracking-status,https://northbeam.mintlify.io/docs/guide-to-troubleshooting-pixel-tracking#step-2-check-order-tracking-status,same page,Troubleshooting Pixel Tracking
https://docs.northbeam.io/docs/hashing-customer-data,https://docs.northbeam.io/docs/hashing-customer-data,https://northbeam.mintlify.io/docs/hashing-customer-data,same page,Hashing Customer Data
https://docs.northbeam.io/docs/how-do-i-correctly-confidently-interpret-non-click-channels,https://docs.northbeam.io/docs/how-do-i-correctly-confidently-interpret-non-click-channels,https://northbeam.mintlify.io/docs/how-do-i-correctly-confidently-interpret-non-click-channels,same page,How do I correctly and confidently interpret non-click channels?
https://docs.northbeam.io/docs/how-does-northbeam-track-orders-and-ads,https://docs.northbeam.io/docs/how-does-northbeam-track-orders-and-ads,https://northbeam.mintlify.io/docs/how-does-northbeam-track-orders-and-ads,same page,How does Northbeam track Orders and Ads?
https://docs.northbeam.io/docs/implementation-guide,https://docs.northbeam.io/docs/what-to-expect-during-implementation,https://northbeam.mintlify.io/docs/what-to-expect-during-implementation,moved,What To Expect During Implementation
https://docs.northbeam.io/docs/influencer,https://docs.northbeam.io/docs/tracking-for-other-platforms,https://northbeam.mintlify.io/docs/tracking-for-other-platforms,moved,Tracking for Non-Integrated Channels
https://docs.northbeam.io/docs/integration-matrix,https://docs.northbeam.io/docs/integration-matrix,https://northbeam.mintlify.io/docs/integration-matrix,same page,Northbeam's Integrations
https://docs.northbeam.io/docs/integrations-and-utms,https://docs.northbeam.io/docs/integrations-and-utms,https://northbeam.mintlify.io/docs/integrations-and-utms,same page,Integrations and UTMs
https://docs.northbeam.io/docs/invite-team,https://docs.northbeam.io/docs/invite-team,https://northbeam.mintlify.io/docs/invite-team,same page,Invite Team
https://docs.northbeam.io/docs/limits,https://docs.northbeam.io/docs/orders-api-limits,https://northbeam.mintlify.io/docs/orders-api-limits,moved,Limits
https://docs.northbeam.io/docs/link-dns,https://docs.northbeam.io/docs/link-dns,https://northbeam.mintlify.io/docs/link-dns,same page,Link DNS
https://docs.northbeam.io/docs/lookback-windows,https://docs.northbeam.io/docs/lookback-windows,https://northbeam.mintlify.io/docs/lookback-windows,same page,Lookback Windows
https://docs.northbeam.io/docs/manage-breakdowns,https://docs.northbeam.io/docs/manage-breakdowns,https://northbeam.mintlify.io/docs/manage-breakdowns,same page,Manage Breakdowns and Saved Views
https://docs.northbeam.io/docs/metrics-explorer,https://docs.northbeam.io/docs/metrics-explorer,https://northbeam.mintlify.io/docs/metrics-explorer,same page,🔭 Metrics Explorer Home Page
https://docs.northbeam.io/docs/metrics-explorer-best-practices-7-tips,https://docs.northbeam.io/docs/metrics-explorer-best-practices-7-tips,https://northbeam.mintlify.io/docs/metrics-explorer-best-practices-7-tips,same page,🔭 Metrics Explorer Best Practices: 7 Tips
https://docs.northbeam.io/docs/metrics-explorer-quickstart-guide,https://docs.northbeam.io/docs/metrics-explorer-quickstart-guide,https://northbeam.mintlify.io/docs/metrics-explorer-quickstart-guide,same page,🚀 Metrics Explorer Quickstart Guide
https://docs.northbeam.io/docs/multi-brand-configuration,https://docs.northbeam.io/docs/adding-a-store-or-dashboard,https://northbeam.mintlify.io/docs/adding-a-store-or-dashboard,moved,Setting Up Multiple Stores or Regions
https://docs.northbeam.io/docs/multi-dashboard-setup-with-configurators,https://docs.northbeam.io/docs/multi-dashboard-setup-with-configurators,https://northbeam.mintlify.io/docs/multi-dashboard-setup-with-configurators,same page,Multi-Dashboard Setup with Configurators
https://docs.northbeam.io/docs/multi-domain-configuration,https://docs.northbeam.io/docs/adding-a-store-or-dashboard,https://northbeam.mintlify.io/docs/adding-a-store-or-dashboard,moved,Setting Up Multiple Stores or Regions
https://docs.northbeam.io/docs/multi-region-configuration,https://docs.northbeam.io/docs/adding-a-store-or-dashboard,https://northbeam.mintlify.io/docs/adding-a-store-or-dashboard,moved,Setting Up Multiple Stores or Regions
https://docs.northbeam.io/docs/my-facebook-roas-is-07-in-northbeam-is-this-normal,https://docs.northbeam.io/docs/why-is-my-fb-roas-so-much-lower-in-northbeam,https://northbeam.mintlify.io/docs/why-is-my-fb-roas-so-much-lower-in-northbeam,moved,Why is my FB ROAS so much lower in Northbeam?
https://docs.northbeam.io/docs/navigating-northbeam,https://docs.northbeam.io/docs/navigating-northbeam,https://northbeam.mintlify.io/docs/navigating-northbeam,same page,Navigating Northbeam: Your Guided Ramp-Up
https://docs.northbeam.io/docs/new-to-northbeam-how-to-get-oriented,https://docs.northbeam.io/docs/navigating-northbeam,https://northbeam.mintlify.io/docs/navigating-northbeam,moved,Navigating Northbeam: Your Guided Ramp-Up
https://docs.northbeam.io/docs/new-vs-returning-data-1,https://docs.northbeam.io/docs/new-vs-returning-data-1,https://northbeam.mintlify.io/docs/new-vs-returning-data-1,same page,First-Time and Returning Data
https://docs.northbeam.io/docs/non-integrated-channel-setup-spend-api-utms,https://docs.northbeam.io/docs/non-integrated-channel-setup-spend-api-utms,https://northbeam.mintlify.io/docs/non-integrated-channel-setup-spend-api-utms,same page,Non-Integrated Channel Setup: Spend API + UTMs
https://docs.northbeam.io/docs/non-shopify-installation,https://docs.northbeam.io/docs/non-shopify-installation,https://northbeam.mintlify.io/docs/non-shopify-installation,same page,All Other Platforms Installation
https://docs.northbeam.io/docs/non-shopify-installation#northbeam-pixel-installation,https://docs.northbeam.io/docs/non-shopify-installation#northbeam-pixel-installation,https://northbeam.mintlify.io/docs/non-shopify-installation#northbeam-pixel-installation,same page,All Other Platforms Installation
https://docs.northbeam.io/docs/northbeam-30,https://docs.northbeam.io/docs/northbeam-30,https://northbeam.mintlify.io/docs/northbeam-30,same page,⚡ Northbeam 3.0
https://docs.northbeam.io/docs/northbeam-apex,https://docs.northbeam.io/docs/northbeam-apex,https://northbeam.mintlify.io/docs/northbeam-apex,same page,🏍️ Northbeam Apex
https://docs.northbeam.io/docs/northbeam-apex#/,https://docs.northbeam.io/docs/northbeam-apex#/,https://northbeam.mintlify.io/docs/northbeam-apex#/,same page,🏍️ Northbeam Apex
https://docs.northbeam.io/docs/northbeam-api-data-export-1,https://docs.northbeam.io/docs/northbeam-api-data-export-1,https://northbeam.mintlify.io/docs/northbeam-api-data-export-1,same page,Data Export
https://docs.northbeam.io/docs/northbeam-api-data-export-gcs-export-1,https://docs.northbeam.io/docs/northbeam-api-data-export-gcs-export-1,https://northbeam.mintlify.io/docs/northbeam-api-data-export-gcs-export-1,same page,Exporting To GCS
https://docs.northbeam.io/docs/northbeam-api-data-export-rate-limits-1,https://docs.northbeam.io/docs/northbeam-api-data-export-rate-limits-1,https://northbeam.mintlify.io/docs/northbeam-api-data-export-rate-limits-1,same page,Rate Limits
https://docs.northbeam.io/docs/northbeam-api-data-export-s3-export-1,https://docs.northbeam.io/docs/northbeam-api-data-export-s3-export-1,https://northbeam.mintlify.io/docs/northbeam-api-data-export-s3-export-1,same page,Exporting To S3
https://docs.northbeam.io/docs/northbeam-api-data-exports-overview,https://docs.northbeam.io/docs/northbeam-api-data-exports-overview,https://northbeam.mintlify.io/docs/northbeam-api-data-exports-overview,same page,Data Exports
https://docs.northbeam.io/docs/northbeam-api-orders-export,https://docs.northbeam.io/docs/northbeam-api-orders-export,https://northbeam.mintlify.io/docs/northbeam-api-orders-export,same page,Orders Export
https://docs.northbeam.io/docs/northbeam-data-sources,https://docs.northbeam.io/docs/northbeam-data-sources,https://northbeam.mintlify.io/docs/northbeam-data-sources,same page,Northbeam's Data Sources
https://docs.northbeam.io/docs/northbeam-mcp,https://docs.northbeam.io/docs/northbeam-mcp,https://northbeam.mintlify.io/docs/northbeam-mcp,same page,Connect Northbeam to Your AI Assistant
https://docs.northbeam.io/docs/northbeam-mcp-server-faqs,https://docs.northbeam.io/docs/northbeam-mcp-server-faqs,https://northbeam.mintlify.io/docs/northbeam-mcp-server-faqs,same page,Northbeam MCP Server FAQs
https://docs.northbeam.io/docs/northbeam-metrics-101,https://docs.northbeam.io/docs/northbeam-metrics-101,https://northbeam.mintlify.io/docs/northbeam-metrics-101,same page,Northbeam Metrics 101
https://docs.northbeam.io/docs/northbeam-pixel,https://docs.northbeam.io/docs/add-pixel,https://northbeam.mintlify.io/docs/add-pixel,moved,Pixel and Event Tracking
https://docs.northbeam.io/docs/offline-channel,https://docs.northbeam.io/docs/offline-channel,https://northbeam.mintlify.io/docs/offline-channel,same page,🌚 Offline Channel
https://docs.northbeam.io/docs/onboarding-faqs,https://docs.northbeam.io/docs/onboarding-faqs,https://northbeam.mintlify.io/docs/onboarding-faqs,same page,Onboarding FAQs
https://docs.northbeam.io/docs/optional-additional-methods,https://docs.northbeam.io/docs/optional-additional-methods,https://northbeam.mintlify.io/docs/optional-additional-methods,same page,Additional Events
https://docs.northbeam.io/docs/order-definition,https://docs.northbeam.io/docs/order-definition,https://northbeam.mintlify.io/docs/order-definition,same page,Order Definition
https://docs.northbeam.io/docs/order-segmentation,https://docs.northbeam.io/docs/order-segmentation,https://northbeam.mintlify.io/docs/order-segmentation,same page,Order Segmentation
https://docs.northbeam.io/docs/order-tags,https://docs.northbeam.io/docs/order-tags,https://northbeam.mintlify.io/docs/order-tags,same page,Order Tags
https://docs.northbeam.io/docs/order-tags-1,https://docs.northbeam.io/docs/order-tags,https://northbeam.mintlify.io/docs/order-tags,moved,Order Tags
https://docs.northbeam.io/docs/orders-api,https://docs.northbeam.io/docs/orders-api,https://northbeam.mintlify.io/docs/orders-api,same page,Orders API
https://docs.northbeam.io/docs/orders-api#backfilling-past-orders,https://docs.northbeam.io/docs/orders-api#backfilling-past-orders,https://northbeam.mintlify.io/docs/orders-api#backfilling-past-orders,same page,Orders API
https://docs.northbeam.io/docs/orders-api#order-exclusions,https://docs.northbeam.io/docs/orders-api#order-exclusions,https://northbeam.mintlify.io/docs/orders-api#order-exclusions,same page,Orders API
https://docs.northbeam.io/docs/orders-api#roles-of-order_tags-of-an-order,https://docs.northbeam.io/docs/orders-api#roles-of-order_tags-of-an-order,https://northbeam.mintlify.io/docs/orders-api#roles-of-order_tags-of-an-order,same page,Orders API
https://docs.northbeam.io/docs/orders-api-1,https://docs.northbeam.io/docs/orders-api,https://northbeam.mintlify.io/docs/orders-api,moved,Orders API
https://docs.northbeam.io/docs/orders-api-limits,https://docs.northbeam.io/docs/orders-api-limits,https://northbeam.mintlify.io/docs/orders-api-limits,same page,Limits
https://docs.northbeam.io/docs/orders-tracking,https://docs.northbeam.io/docs/orders-tracking,https://northbeam.mintlify.io/docs/orders-tracking,same page,📦 Orders
https://docs.northbeam.io/docs/overview-page,https://docs.northbeam.io/docs/overview-page,https://northbeam.mintlify.io/docs/overview-page,same page,🏠 Overview Home Page
https://docs.northbeam.io/docs/page-view-events,https://docs.northbeam.io/docs/page-view-events,https://northbeam.mintlify.io/docs/page-view-events,same page,Page View Events
https://docs.northbeam.io/docs/paid-search-team,https://docs.northbeam.io/docs/paid-search-team,https://northbeam.mintlify.io/docs/paid-search-team,same page,🔎 Paid Search Team
https://docs.northbeam.io/docs/paid-social-team,https://docs.northbeam.io/docs/paid-social-team,https://northbeam.mintlify.io/docs/paid-social-team,same page,📱 Paid Social Team
https://docs.northbeam.io/docs/product-analytics,https://docs.northbeam.io/docs/product-analytics,https://northbeam.mintlify.io/docs/product-analytics,same page,🌡️ Product Analytics
https://docs.northbeam.io/docs/profitability-benchmarks,https://docs.northbeam.io/docs/profitability-benchmarks,https://northbeam.mintlify.io/docs/profitability-benchmarks,same page,💸 Profit Benchmarks
https://docs.northbeam.io/docs/purchase-pixel,https://docs.northbeam.io/docs/purchase-pixel,https://northbeam.mintlify.io/docs/purchase-pixel,same page,Purchase Events
https://docs.northbeam.io/docs/purchase-pixel#-windownorthbeamfireslimpurchaseevent,https://docs.northbeam.io/docs/purchase-pixel#-windownorthbeamfireslimpurchaseevent,https://northbeam.mintlify.io/docs/purchase-pixel#-windownorthbeamfireslimpurchaseevent,same page,Purchase Events
https://docs.northbeam.io/docs/purchases-or-orders-are-missing,https://docs.northbeam.io/docs/purchases-or-orders-are-missing,https://northbeam.mintlify.io/docs/purchases-or-orders-are-missing,same page,Purchases or Orders Are Missing
https://docs.northbeam.io/docs/sales,https://docs.northbeam.io/docs/sales,https://northbeam.mintlify.io/docs/sales,same page,💰 Sales
https://docs.northbeam.io/docs/sales-page-export,https://docs.northbeam.io/docs/sales-page-export,https://northbeam.mintlify.io/docs/sales-page-export,same page,Sales Page Export
https://docs.northbeam.io/docs/saved-views-and-breakdowns,https://docs.northbeam.io/docs/manage-breakdowns,https://northbeam.mintlify.io/docs/manage-breakdowns,moved,Manage Breakdowns and Saved Views
https://docs.northbeam.io/docs/setting-up-a-meta-custom-attribution-campaign,https://docs.northbeam.io/docs/setting-up-a-meta-custom-attribution-campaign,https://northbeam.mintlify.io/docs/setting-up-a-meta-custom-attribution-campaign,same page,Set up a Meta Custom Attribution Campaign
https://docs.northbeam.io/docs/setting-up-apex,https://docs.northbeam.io/docs/setting-up-apex,https://northbeam.mintlify.io/docs/setting-up-apex,same page,Enable Apex for Meta
https://docs.northbeam.io/docs/setting-up-custom-goals,https://docs.northbeam.io/docs/setting-up-custom-goals,https://northbeam.mintlify.io/docs/setting-up-custom-goals,same page,Custom Goals
https://docs.northbeam.io/docs/setting-up-email-signups,https://docs.northbeam.io/docs/channels/klaviyo/overview,https://northbeam.mintlify.io/docs/channels/klaviyo/overview,guide split into steps,Tracking for Klaviyo
